ID	NOGNA-2M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-KL_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-HL_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-QR_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-ST_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-AB_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-KL_samtools_idxstats_miRNA_counts.txt
mmu-miR-301a-5p	0	0	0	46	19	0	16	0	29	18	0	18	0	7	21	10	13	7
mmu-miR-301b-3p	42	26	64	0	76	38	79	49	0	51	31	43	33	72	87	71	69	35
mmu-miR-301b-5p	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0
mmu-miR-302a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mmu-miR-302a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-302b-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	7	2	0
mmu-miR-302b-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mmu-miR-302c-3p	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
mmu-miR-302c-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0
mmu-miR-302d-3p	0	0	0	0	0	0	2	0	14	0	0	0	0	7	0	0	0	2
mmu-miR-302d-5p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-3057-3p	23	13	37	36	27	18	14	41	17	0	7	0	7	13	24	16	27	9
mmu-miR-3057-5p	0	41	0	71	38	9	23	19	0	0	0	0	9	29	13	25	15	11
mmu-miR-3058-3p	20	0	24	28	0	9	8	0	0	30	43	0	11	9	16	0	2	0
mmu-miR-3058-5p	0	0	0	0	4	12	2	0	0	0	0	0	10	9	14	10	1	2
mmu-miR-3059-3p	0	18	0	0	31	14	33	0	15	40	0	20	25	21	65	17	21	38
mmu-miR-3059-5p	207	95	134	122	191	170	342	146	124	25	47	199	222	309	331	265	275	159
mmu-miR-3060-3p	0	28	0	67	0	0	26	0	0	0	0	9	24	18	22	7	9	11
mmu-miR-3060-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3061-3p	28	0	0	0	45	17	66	0	0	0	31	24	18	50	33	37	39	19
mmu-miR-3061-5p	40	114	77	0	52	31	73	28	45	24	0	40	37	76	58	89	78	53
mmu-miR-3062-3p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0
mmu-miR-3062-5p	0	14	0	0	0	0	6	14	19	49	0	1	1	14	17	2	7	11
mmu-miR-3063-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3063-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3064-3p	0	0	0	0	9	0	1	0	0	0	0	22	4	3	0	1	2	0
mmu-miR-3064-5p	0	0	0	0	27	0	9	76	19	33	53	0	12	10	15	15	17	12
mmu-miR-3065-3p	32	19	127	23	178	62	138	108	22	62	28	75	86	163	166	101	131	58
mmu-miR-3065-5p	0	32	0	0	38	25	37	40	15	0	0	26	8	21	24	31	11	15
mmu-miR-3066-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	3	2	0	6	0
mmu-miR-3066-5p	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	7	0	2
mmu-miR-3067-3p	9	33	0	1	1	0	13	0	0	22	0	0	2	19	20	8	3	4
mmu-miR-3067-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
mmu-miR-3068-3p	95	23	88	41	129	77	251	89	176	167	69	125	116	173	182	188	134	67
mmu-miR-3068-5p	919	948	1134	1276	1542	1260	2181	1260	1391	1788	1637	1219	1382	2169	2340	2024	1648	698
mmu-miR-3069-3p	5	0	0	0	4	0	0	0	0	0	0	0	0	2	2	3	0	1
mmu-miR-3069-5p	0	10	9	0	24	0	22	41	11	58	31	6	25	28	19	17	5	6
mmu-miR-3070-2-3p	0	0	0	0	4	0	3	0	0	0	0	0	0	9	7	0	8	3
mmu-miR-3070-3p	0	0	0	0	0	0	4	0	0	7	0	0	0	0	2	3	6	0
mmu-miR-3070-5p	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2
mmu-miR-3071-3p	301	162	290	208	372	265	570	331	250	223	248	442	330	397	459	209	302	150
mmu-miR-3071-5p	13	0	0	62	0	9	3	16	20	0	0	13	15	22	41	11	5	2
mmu-miR-3072-3p	539	574	778	695	584	708	723	833	618	716	749	798	513	442	479	447	415	292
mmu-miR-3072-5p	21	0	0	0	0	0	1	15	48	0	30	0	0	0	2	0	5	1
mmu-miR-3073a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3073a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-miR-3073b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3073b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3074-1-3p	30	0	0	60	9	23	30	0	45	46	27	10	28	43	40	47	36	19
mmu-miR-3074-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3074-5p	31	161	27	85	20	15	39	96	9	24	74	39	16	36	31	47	24	10
mmu-miR-3075-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
mmu-miR-3075-5p	0	0	0	0	0	0	1	0	0	0	0	0	3	0	6	6	5	1
mmu-miR-3076-3p	0	0	0	37	0	0	3	0	0	18	15	48	9	12	5	5	12	7
mmu-miR-3076-5p	0	30	0	0	6	25	29	27	0	0	0	14	13	31	31	16	10	13
mmu-miR-3077-3p	0	0	0	0	0	0	5	0	0	0	0	17	7	6	5	10	5	8
mmu-miR-3077-5p	0	0	0	0	0	0	1	0	0	16	0	0	0	0	4	7	3	3
mmu-miR-3078-3p	0	0	0	0	3	7	3	0	0	0	0	0	0	0	4	0	2	0
mmu-miR-3078-5p	0	0	0	1	14	0	32	0	17	14	0	25	30	27	21	19	17	5
mmu-miR-3079-3p	123	80	42	41	78	75	27	9	23	57	85	94	26	23	31	40	29	37
mmu-miR-3079-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3
mmu-miR-3080-3p	0	0	0	0	10	0	0	0	0	0	0	0	5	2	0	0	0	0
mmu-miR-3080-5p	0	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3081-3p	5	5	0	14	13	3	4	0	1	0	0	8	7	12	4	1	5	1
mmu-miR-3081-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
mmu-miR-3082-3p	0	0	0	0	11	6	6	0	0	0	0	0	6	7	10	12	3	5
mmu-miR-3082-5p	0	66	0	0	16	0	7	44	0	0	34	0	4	13	29	33	2	12
mmu-miR-3083-3p	0	0	0	0	6	0	16	0	0	0	0	13	0	11	20	12	11	3
mmu-miR-3083-5p	0	0	0	0	4	0	20	0	0	0	0	7	1	13	2	0	16	5
mmu-miR-3083b-3p	15	11	15	0	11	0	8	0	0	24	0	13	5	4	8	4	7	3
mmu-miR-3083b-5p	0	0	0	0	27	8	2	0	17	0	0	0	19	15	17	7	9	8
mmu-miR-3084-3p	0	0	0	0	0	8	17	0	15	0	0	28	28	32	25	16	11	12
mmu-miR-3084-5p	97	43	0	15	56	37	84	49	31	60	40	13	51	75	103	70	69	37
mmu-miR-3085-3p	0	0	0	0	19	0	13	0	6	60	0	1	2	15	8	11	16	8
mmu-miR-3085-5p	13	0	0	24	13	77	10	0	0	0	0	9	0	16	9	1	11	5
mmu-miR-3086-3p	38	51	12	23	35	29	37	23	62	32	32	30	17	24	46	26	27	15
mmu-miR-3086-5p	41	79	35	85	23	50	31	28	18	30	6	33	42	40	31	29	30	15
mmu-miR-3087-3p	0	12	0	0	8	0	11	0	0	0	0	1	4	8	14	7	3	5
mmu-miR-3087-5p	0	16	0	0	8	10	5	0	12	0	0	0	0	8	4	0	6	6
mmu-miR-3088-3p	0	0	33	0	8	0	14	0	0	0	0	0	7	22	17	4	7	7
mmu-miR-3088-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3089-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
mmu-miR-3089-5p	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
mmu-miR-3090-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3090-5p	0	6	0	22	2	0	6	0	8	0	0	17	5	0	5	8	0	0
mmu-miR-3091-3p	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	1	0	0
mmu-miR-3091-5p	0	0	0	0	4	0	11	0	0	14	0	0	6	11	18	1	4	3
mmu-miR-3092-3p	1	0	0	0	0	0	1	17	0	18	0	0	0	3	3	0	1	5
mmu-miR-3092-5p	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	4	0
mmu-miR-3093-3p	0	12	0	0	19	9	38	56	18	41	38	9	30	40	39	21	26	25
mmu-miR-3093-5p	68	40	110	52	57	104	86	35	71	103	120	102	96	145	164	108	148	71
mmu-miR-3094-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3094-5p	0	0	0	0	0	0	2	0	0	0	0	0	5	3	3	8	1	1
mmu-miR-3095-3p	0	0	0	0	5	0	0	1	6	0	0	0	4	9	3	1	0	1
mmu-miR-3095-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mmu-miR-3097-3p	0	0	0	0	0	6	8	34	0	0	27	0	1	10	25	4	14	11
mmu-miR-3097-5p	85	0	0	0	37	34	46	18	29	0	0	33	35	43	49	90	48	26
mmu-miR-3098-3p	0	0	0	0	0	0	1	0	0	0	0	14	0	0	1	5	3	3
mmu-miR-3098-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0
mmu-miR-3099-3p	103	148	130	121	225	121	213	269	204	189	209	136	158	178	198	179	222	141
mmu-miR-3099-5p	0	0	0	0	20	0	8	0	0	29	0	13	30	23	14	0	0	8
mmu-miR-30a-3p	3498	4038	3307	3002	5254	4191	4792	2116	3673	2808	3161	3700	4610	5964	7074	7437	6056	3586
mmu-miR-30a-5p	4413	4588	7364	6707	4169	1824	2615	4601	4964	5575	3177	5139	4059	4209	3982	5423	2706	1447
mmu-miR-30b-3p	52	200	20	42	104	97	149	69	92	93	72	96	107	162	207	164	131	87
mmu-miR-30b-5p	14079	11378	14494	12763	21896	12088	22479	15409	18263	19525	15641	22669	24862	30287	28353	33899	18436	9076
mmu-miR-30c-1-3p	156	190	78	23	215	157	273	115	81	262	71	201	178	231	346	343	315	156
mmu-miR-30c-2-3p	267	537	596	423	624	530	595	430	829	599	486	635	581	804	1027	1001	833	384
mmu-miR-30c-5p	19023	16310	18497	18134	30230	17644	32863	20191	24643	28092	22390	32950	36368	39567	39309	46620	25058	14027
mmu-miR-30d-3p	45	45	71	56	54	65	76	50	69	72	70	76	79	65	92	84	89	36
mmu-miR-30d-5p	21717	21287	30278	22980	22832	13230	19011	20781	19298	20815	17434	26965	20276	20029	20784	20569	14733	7534
mmu-miR-30e-3p	2074	2063	1625	1677	3448	3151	4497	1977	2469	2410	2272	2586	3560	4352	5699	4337	4074	2324
mmu-miR-30e-5p	1929	1242	1864	2057	1650	722	1548	1964	2270	2515	1561	2027	1957	1773	1641	2307	1161	500
mmu-miR-30f	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-31-3p	40	31	0	114	101	63	132	110	54	187	92	66	146	197	188	189	131	60
mmu-miR-31-5p	3246	2632	2761	2906	5777	5431	10555	4040	2277	2747	2618	3964	4809	8793	10096	6458	7789	4353
mmu-miR-3100-3p	0	0	0	0	0	0	2	21	0	0	0	0	0	1	0	0	1	2
mmu-miR-3100-5p	0	0	0	0	2	9	5	0	0	0	25	0	0	1	0	7	7	0
mmu-miR-3101-3p	0	0	0	0	0	0	2	0	0	32	0	0	0	0	0	0	0	0
mmu-miR-3101-5p	0	31	0	0	0	0	6	0	0	0	0	0	0	0	4	4	5	0
mmu-miR-3102-3p	646	630	572	440	685	575	1611	699	479	1231	601	1063	1049	1153	1591	1163	1141	606
mmu-miR-3102-3p.2-3p	18	28	26	0	39	55	60	34	0	97	21	30	41	64	83	46	42	44
mmu-miR-3102-5p	0	0	0	0	12	35	11	1	0	0	0	0	4	0	11	9	12	4
mmu-miR-3102-5p.2-5p	14	40	0	0	20	0	64	0	0	0	0	0	6	34	20	34	25	22
mmu-miR-3103-3p	0	0	0	0	0	0	2	0	0	0	0	4	0	0	6	5	4	1
mmu-miR-3103-5p	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
mmu-miR-3104-3p	0	0	0	0	0	0	6	0	0	24	2	0	0	0	6	6	7	7
mmu-miR-3104-5p	9	10	0	0	6	0	12	35	0	14	0	6	6	5	1	2	6	1
mmu-miR-3105-3p	0	15	0	41	13	0	8	0	0	0	0	9	0	5	1	0	2	2
mmu-miR-3105-5p	53	0	26	0	0	20	16	0	0	0	0	0	5	11	10	34	17	6
mmu-miR-3106-3p	0	12	0	0	0	0	3	0	0	0	12	0	6	1	5	5	0	0
mmu-miR-3106-5p	0	0	0	0	0	0	4	0	0	4	14	7	7	4	5	2	2	3
mmu-miR-3108-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3108-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-3109-3p	0	0	0	0	2	0	1	0	0	9	0	6	0	2	7	1	0	0
mmu-miR-3109-5p	37	112	122	98	180	136	108	47	179	40	107	114	162	140	185	97	95	117
mmu-miR-3110-3p	0	17	0	0	0	0	2	0	0	0	0	0	0	6	1	9	0	0
mmu-miR-3110-5p	4	0	0	0	0	8	0	0	0	3	8	0	0	4	9	0	2	2
mmu-miR-3112-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mmu-miR-3112-5p	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	1	1
mmu-miR-3113-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	3	5	0	0	0
mmu-miR-3113-5p	0	0	0	0	0	2	2	1	0	35	0	0	0	0	3	0	0	4
mmu-miR-3154	0	0	37	0	19	11	18	0	0	0	34	0	5	10	9	12	2	3
mmu-miR-32-3p	42	41	0	0	29	73	27	0	60	0	0	23	21	37	51	49	35	10
mmu-miR-32-5p	44	32	106	0	131	53	39	38	109	113	74	124	134	73	59	111	34	23
mmu-miR-320-3p	305	512	182	738	686	665	1060	442	580	623	561	611	784	862	1028	924	819	682
mmu-miR-320-5p	0	0	0	0	0	12	0	0	0	0	0	0	7	0	4	0	3	0
mmu-miR-322-3p	2020	2203	1677	976	805	882	524	716	751	570	458	881	654	769	754	795	496	226
mmu-miR-322-5p	5333	5856	4321	2788	2918	2942	2085	3994	3059	2838	2769	3485	3058	4037	3443	4200	2561	1337
mmu-miR-323-3p	833	568	497	791	1811	1327	2144	804	685	1353	832	1014	1541	2175	2544	2068	2224	936
mmu-miR-323-5p	74	137	71	63	179	201	252	72	98	102	0	82	154	338	395	213	423	301
mmu-miR-324-3p	16	50	0	15	54	17	83	54	87	203	147	41	64	64	95	85	70	30
mmu-miR-324-5p	3459	4419	3501	3408	4724	3736	7137	3730	2929	3091	2789	4854	4355	6741	7351	6153	5969	3361
mmu-miR-325-3p	4948	4422	6160	5843	3834	2837	3420	4003	4056	3761	3299	4128	2805	2647	2784	2462	2224	905
mmu-miR-325-5p	302	253	167	110	366	463	773	349	343	279	341	326	512	728	680	579	495	419
mmu-miR-326-3p	434	463	276	609	809	361	1350	394	688	839	691	1142	1121	1426	1571	1336	1358	843
mmu-miR-326-5p	0	0	0	0	0	0	2	6	0	0	0	4	0	7	0	0	1	1
mmu-miR-327	14	0	0	0	10	0	3	0	0	0	0	0	3	5	5	0	5	1
mmu-miR-328-3p	2158	1944	2097	2812	5977	4481	9436	4104	3749	5520	5034	5686	7164	9028	9861	8286	7710	5505
mmu-miR-328-5p	0	0	0	24	18	0	4	1	0	0	14	0	7	10	3	0	5	1
mmu-miR-329-3p	5820	4534	5373	7263	5638	4924	7172	4756	4689	5701	5380	6816	4880	5695	6184	4039	5154	2454
mmu-miR-329-5p	21	11	47	0	54	68	97	18	34	28	40	42	39	112	56	37	62	28
mmu-miR-33-3p	63	19	0	77	153	22	153	86	25	173	129	152	161	218	149	179	120	43
mmu-miR-33-5p	77	28	87	95	165	56	179	175	214	247	90	164	138	172	139	123	74	39
mmu-miR-330-3p	3480	3754	2764	3141	6264	6016	11925	4242	3793	4793	4403	6443	6832	9296	11093	7896	9952	5781
mmu-miR-330-5p	675	467	302	777	1210	842	2067	578	762	733	786	699	1034	1613	2112	1291	1707	1111
mmu-miR-331-3p	1068	784	934	1152	1495	1111	2041	835	1351	1295	973	1794	1137	1454	1600	1222	1013	514
mmu-miR-331-5p	49	31	0	0	37	50	47	47	0	84	66	53	34	38	30	35	22	19
mmu-miR-335-3p	1274	981	1043	1582	1553	1141	2167	1210	1695	1905	1873	1568	1789	2274	2365	1902	1751	864
mmu-miR-335-5p	32186	27586	34877	29580	24806	15277	27328	19582	18231	19342	13138	25774	17095	24730	25429	18153	17256	6906
mmu-miR-337-3p	78	31	12	48	121	58	246	57	63	44	63	93	131	218	207	154	99	68
mmu-miR-337-5p	978	943	626	1301	3353	2403	4485	1533	1035	1390	1887	2358	3008	4101	4821	3316	4032	2259
mmu-miR-338-3p	14636	10535	15478	11401	14273	9458	17878	9157	9047	7080	7484	13908	8970	13409	16145	10941	9869	6056
mmu-miR-338-5p	7090	5282	8675	8293	5192	4730	5324	6209	6080	6489	6346	7127	4650	4202	4664	3901	3614	2420
mmu-miR-339-3p	105	166	15	59	109	67	134	148	50	153	73	128	81	110	127	175	141	90
mmu-miR-339-5p	296	249	271	487	805	359	718	437	503	838	534	675	900	1021	1156	1174	682	376
mmu-miR-340-3p	310	229	357	66	386	206	462	128	193	256	247	389	307	372	442	391	249	134
mmu-miR-340-5p	816	665	731	843	1130	593	1502	1039	897	1232	604	1069	821	1341	1457	1020	887	351
mmu-miR-341-3p	218	87	79	106	393	270	399	269	246	241	107	218	258	428	386	326	296	160
mmu-miR-341-5p	0	0	0	0	0	12	13	0	0	0	0	4	4	0	2	11	3	5
mmu-miR-342-3p	11365	8611	11631	8477	12515	9983	11947	9420	9553	10221	10737	14477	13160	10458	12718	12131	10868	5344
mmu-miR-342-5p	159	134	155	57	365	264	516	143	184	170	215	323	257	413	507	416	392	219
mmu-miR-343	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	4	0
mmu-miR-344-3p	77	50	26	85	178	67	384	131	86	195	43	208	269	408	414	327	208	111
mmu-miR-344-5p	0	0	0	0	4	0	41	0	18	0	5	24	53	23	38	21	19	15
mmu-miR-344b-3p	45	62	30	30	122	47	151	95	64	110	24	101	133	105	132	147	98	48
mmu-miR-344b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-344c-3p	16	21	0	21	23	2	30	11	25	95	0	9	26	37	38	13	15	10
mmu-miR-344c-5p	0	0	0	0	8	0	2	0	0	0	0	0	0	0	3	0	2	0
mmu-miR-344d-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	1
mmu-miR-344d-2-5p	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-344d-3-5p	48	0	0	0	67	44	64	0	0	0	51	0	42	33	37	22	33	12
mmu-miR-344d-3p	406	301	357	356	918	476	1498	560	527	524	677	911	1094	1271	1441	1121	1089	654
mmu-miR-344e-3p	19	0	0	0	3	4	9	0	11	0	0	0	9	0	9	5	2	2
mmu-miR-344e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344f-3p	0	0	0	0	8	0	4	0	0	0	0	15	2	23	14	14	0	0
mmu-miR-344f-5p	0	0	0	0	0	15	12	0	8	1	0	13	7	3	7	0	5	0
mmu-miR-344g-3p	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3
mmu-miR-344g-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mmu-miR-344h-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-344h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344i	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-345-3p	20	0	0	106	11	21	18	14	50	19	0	10	15	18	33	27	22	16
mmu-miR-345-5p	200	171	172	40	469	267	539	268	195	424	358	409	432	424	538	386	338	192
mmu-miR-346-3p	0	0	0	0	18	43	15	5	0	0	0	0	0	10	0	5	10	6
mmu-miR-346-5p	1677	1640	2217	1641	1845	2183	2623	1984	1762	1759	1965	2050	2189	1864	2298	1926	1801	1258
mmu-miR-3470a	0	0	0	0	18	22	10	21	0	0	0	27	0	27	10	16	5	2
mmu-miR-3470b	0	0	20	0	0	0	2	0	33	18	0	0	1	5	6	0	3	2
mmu-miR-3471	0	0	0	0	0	0	0	13	0	0	0	0	6	0	2	2	0	0
mmu-miR-3472	0	0	0	27	3	0	0	9	0	0	0	0	0	3	4	0	0	0
mmu-miR-3473a	18	27	62	45	110	32	58	87	18	34	25	55	57	93	60	74	63	43
mmu-miR-3473b	0	0	22	0	16	6	17	0	21	15	9	0	7	16	35	43	19	7
mmu-miR-3473c	12	0	0	13	6	0	11	0	0	0	0	0	0	3	8	17	3	6
mmu-miR-3473d	0	0	0	0	5	0	3	0	0	31	26	10	0	5	1	9	1	2
mmu-miR-3473e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mmu-miR-3473f	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	5	0	0
mmu-miR-3473g	0	0	40	0	11	0	0	0	0	0	0	0	0	0	4	0	2	0
mmu-miR-3473h-5p	0	0	0	0	0	0	2	0	0	0	0	8	0	0	3	0	0	0
mmu-miR-3474	10	30	0	0	0	10	10	0	0	0	22	0	6	11	13	8	12	3
mmu-miR-3475-3p	181	102	225	125	224	188	462	152	155	292	67	119	295	277	320	181	261	158
mmu-miR-3475-5p	0	13	0	0	7	0	0	0	0	0	1	4	0	0	2	0	0	0
mmu-miR-34a-3p	0	0	0	0	0	0	5	0	0	0	0	11	0	11	4	2	7	2
mmu-miR-34a-5p	429	260	357	431	568	377	1028	263	393	319	310	549	459	871	1033	656	647	412
mmu-miR-34b-3p	5334	4614	6022	3411	5768	2317	2020	3671	3620	4466	2854	4165	2583	3747	3008	4784	2169	1407
mmu-miR-34b-5p	211	49	182	39	172	174	75	191	181	146	198	222	102	153	129	178	61	43
mmu-miR-34c-3p	1503	1218	820	617	1447	788	534	491	799	933	759	1050	512	983	834	1288	611	425
mmu-miR-34c-5p	18863	19758	20667	10005	20680	10496	7805	11147	10047	8437	7239	12055	5824	10102	8897	11583	5487	3858
mmu-miR-350-3p	288	231	339	324	504	230	651	341	416	489	319	650	696	801	804	790	415	201
mmu-miR-350-5p	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0
mmu-miR-351-3p	86	36	47	69	24	26	11	41	0	15	73	37	3	13	6	12	6	20
mmu-miR-351-5p	1824	2832	2120	749	539	912	313	1015	322	653	600	614	399	417	359	509	407	244
mmu-miR-3535	18	30	29	21	25	23	39	20	16	55	102	22	26	38	37	29	25	11
mmu-miR-3544-3p	0	0	0	0	0	17	17	0	0	0	0	25	0	0	7	5	6	1
mmu-miR-3544-5p	0	0	0	0	0	0	1	0	0	0	0	0	16	4	2	8	3	4
mmu-miR-3547-3p	28	17	0	94	101	44	87	58	139	24	122	55	103	86	121	109	60	60
mmu-miR-3547-5p	14	3	36	46	24	0	11	1	0	1	0	14	3	9	2	16	15	8
mmu-miR-3552	28	0	25	0	26	0	25	0	0	40	0	32	8	15	20	3	13	12
mmu-miR-3569-3p	0	0	0	35	3	17	6	0	0	0	0	0	0	10	4	0	0	0
mmu-miR-3569-5p	0	0	5	0	0	0	0	0	0	0	0	0	10	3	0	3	1	6
mmu-miR-3572-3p	0	0	0	0	0	0	2	0	0	0	0	21	0	9	4	9	6	4
mmu-miR-3572-5p	0	11	0	0	3	4	0	0	0	0	28	3	6	11	1	14	4	6
mmu-miR-361-3p	171	106	238	172	448	255	806	207	302	607	269	469	576	652	678	508	474	263
mmu-miR-361-5p	11083	12955	9990	6371	9706	9360	11902	6202	5271	5242	5074	10022	7346	8733	10100	7544	8740	4826
mmu-miR-3618-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-3618-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-362-3p	15	0	0	0	52	14	62	44	19	25	25	60	31	78	56	64	12	5
mmu-miR-362-5p	1544	1197	1860	1107	1755	1287	1857	1401	1320	1061	823	2006	1026	1646	1797	1285	1016	473
mmu-miR-3620-3p	0	0	0	0	0	4	9	0	0	0	0	0	0	4	0	1	5	3
mmu-miR-3620-5p	0	0	0	0	5	0	3	0	0	0	0	0	0	8	2	0	4	4
mmu-miR-363-3p	114	183	211	68	91	84	24	70	61	110	78	64	61	28	42	60	9	6
mmu-miR-363-5p	0	18	0	0	11	0	0	0	0	0	0	0	0	0	1	0	4	2
mmu-miR-365-1-5p	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	3	1
mmu-miR-365-2-5p	6	0	0	0	14	0	8	0	0	0	18	5	6	1	10	4	0	1
mmu-miR-365-3p	6500	6357	10267	5754	5711	4543	3755	5929	6074	6870	6545	9057	3902	3030	3366	3129	2377	1334
mmu-miR-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-369-3p	2779	1757	1974	2878	3895	2150	6026	2378	2893	3227	2066	3934	4387	5605	6012	4495	4001	1944
mmu-miR-369-5p	7071	5437	5114	5592	9645	9056	15132	5123	4995	4309	5091	7978	7779	12187	13923	8571	9505	5085
mmu-miR-370-3p	362	256	421	464	512	496	709	482	252	403	346	443	353	681	706	348	616	360
mmu-miR-370-5p	0	0	0	0	19	0	52	0	0	0	36	33	25	32	40	21	44	33
mmu-miR-374b-3p	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-374b-5p	1339	1000	1245	676	1563	1050	1710	747	961	1326	816	2109	1390	2338	2283	1802	1508	688
mmu-miR-374c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-374c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
